sent_id	sentence
1457	Please tell me what you like doing ?
1458	It 'll be a great party .
1459	It 's your birthday soon .
1460	What do you want to do for your birthday ?
1461	We can go for a walk in the park .
1462	We can go for a walk in the park .
1463	I love to walk .
1464	it 's very calming .
1465	Many people involved in sports .
1466	We can play tennis and soccer .
1467	I like play active games : tennis , soccer .
1468	I can surf .
1469	And I like scuba surfing , because it 's very interesting and exciting !
1470	I do n't like sailing , because it 's boring .
1471	I like bike racing , it 's very interesting !
1472	I can play the flut .
1473	Your idea very well .
1474	I like play ice-hokey. And .
1475	I like swim !
1476	I can n't surf but I think it 's very interesting and exciting .
1477	I would like to learn .
1478	I do n't want to go scuba diving because it 's too dangerous and difficult for me .
1479	Also I do n't like playing team sports .
1480	I really love sailing !
1481	It 's so exciting !
1482	Sailing is a good idea .
1483	I can play the piano but I think that making music is not suitable enough for birthday .
1484	I like playning soccer , because it 's exciting .
1485	I can also play chess , because it 's interesting .
1486	I love playning the guitar , because it 's fun .
1487	I also like reading .
1488	I ' m read books every evening .
1489	I do n't like playning basketball because it 's not enough interesting for me .
1490	I do n't like go surfing , because It 's not enough difficult and dangerous for me .
1491	I like surfing too !
1492	It 's vary interesting !
1493	I do n't know what is scuba diving , because I never dive and it 's rueflly .
1494	Sailing , it 's a wonderful and so relaxing .
1495	About sport 's : I like playing volleyball , table tennis , so skating , skiing and badminton too !
1496	I can play any musical instruments , for example piano or guitar .
1497	I like dancing because it 's very fun and exciting .
1498	I can n't surfing because I do n't like surfing .
1499	It 's very tirid for my and difficult .
1500	I like scuba diving because it 's interesting and exciting .
1501	I like sailing because i 't relaxing .
1502	I like playing football but I do n't playing badminton because it 's easy for my .
1503	I am planning the party with my friend .
1504	My friends likes musik because it 's fun .
1505	I play the piano and can make musik .
1506	I like dancing because it 's very fun and exciting .
1507	I can n't surfing because I do n't like surfing .
1508	It 's very tirid for my and difficult .
1509	I like scuba diving because it 's interesting and exciting .
1510	I like sailing because i 't relaxing .
1511	I like playing football but I do n't playing badminton because it 's easy for my .
1512	I am planning the party with my friend .
1513	My friends likes musik because it 's fun .
1514	I play the piano and can make musik .
1515	I swept the floor on Monday in the evening .
1516	I did laundry and washed the dishes the next day .
1517	On Wednesday I did the ironing and mopped the floor and then did the shopping .
1518	I vacuumed on Saturday .
1519	Your flat is clean and comfortable now .
1520	I made the beds , next day , in the morning .
1521	I made the beds , again , in the afternoon .
1522	I swept and mopped the floor , after , I went do the shopping and I washed the dishes after the dinner .
1523	I did the laundry and vacuumed the living room .
1524	I expect a long break , this week .
1525	See you soon , Jorgean
1526	Last week , I was very busy did our housework , On Monday , I did the ironing and washed the dishes , next day , I made the beds and washed the dishes .
1527	On Wednesday and Thursday I washed the dishes , but on Thursday , in the morning .
1528	I made the beds .
1529	in the afternoon .
1530	I payed the bills and in the evening .
1531	I made the dinner .
1532	in the morning .
1533	I 'm very angry because I did most of the chores this week .
1534	Let me tell you what I swept the floor on Monday in the morning .
1535	I did the laundry and washed the dishes the next day .
1536	On Wednesday I did the ironing and mopped the floor and I did the shopping on Saturday .
1537	See you later , Bye Betty .
1538	Julia I did the ironing on Monday .
1539	On Tuesday I washed the dishes and made the beds .
1540	On Thursday I washed the dishes , made the beds and made dinner .
1541	On Saturday I sweeped the floor , mopped the floor , washed the dishes and made the beds .
1542	I did the laundru on Sunday .
1543	I 'm very tired .
1544	Dear Julia I 'm very angly because I did most of the chores this week .
1545	Let me tell you what I did ironing on Monday .
1546	I washed the dishes on Tuesday and make the beds .
1547	On Thursday I made the dinner , I washed the dishes and I make the beds .
1548	On Saturday I swept and mooped the floor , and I washes the dishes , and I make the beds .
1549	I did the laundry on Sunday .
1550	I need to help me .
1551	I can’t continue to do your tasks .
1552	Please , contact me to solve this problem .
1553	I’m not so happy with you because I did a lot your responsibility tasks last week .
1554	Let me tell you what I did .
1555	Nonetheless my tasks and I did the following : On Monday made the beds .
1556	On Wednesday I made the beds newly .
1557	On Thursday I paid the bills .
1558	On Friday newly washed the dishes .
1559	On Saturday I did the shopping .
1560	and On Sunday newly I made the beds .
1561	Dear Julia I 'm very angry because I did most of the chores this week .
1562	Let me tell you what I did .
1563	I did the ironing on Monday .
1564	I washed the dishes on Monday , Tuesday , Wednesday , Thursday , Friday and Saturday .
1565	I made the beds on Tuesday , Thursday , Friday and Saturday .
1566	I also made dinner and paid the bills on Thursday .
1567	I swept the floor and mopped the floor on Saturday .
1568	And on the Sunday I did laundry and vacuumed .
1569	Conclusion , Julia did n't helped me any days and I 've never invite her .
1570	I 'm so angry and disappointment with her .
1571	I 'm very angry because I did most of the chores this week .
1572	Let me tell you What I did , on Monday I ironed closes and made the beds .
1573	On Tuesday I washed the dishes , made the beds .
1574	On Wednesday I made the beds again .
1575	On Thusday I made dinner , washed the dishes and made the beds .
1576	On Friday I washed the dishes .
1577	On Saturday I swept the floor , moped the floor , washed the dishes and made the beds .
1578	On Sunday I did the laundry and made the beds .
1579	I 'm very upset with you .
1580	This week I did most of chores .
1581	On Monday I did ironing .
1582	I washed the dishes and made the beds next day .
1583	On Thursday I made a delicious dinner for us , washed the dishes and made the beds again .
1584	On Saturday I swept and mopped the floor , washed the dishes and made the beds .
1585	On Sunday I 'd like relaxing but I did the laundry .
1586	I 'd like your help next week .
1587	I did most of the chores this week .
1588	On Monday I ironed the clothes .
1589	Next day I washed the dishes and made the beds .
1590	I made dinner and washed the dishes on Thursday .
1591	After that I made the beds .
1592	On Saturday I swept and mopped the floor , washed the dishes and made the beds .
1593	I did the laundry on Sunday .
1594	I did n't only work o Wednesday and Friday .
1595	I 'm very angry because I did most of the chores this week .
1596	Let me tell you what I did .
1597	On Monday I did the ironing in the afternoon .
1598	I washed the dishes and made the beds the next day and on Thursday and Saturday .
1599	I made the dinner on Thursday .
1600	On Saturday I swept and mopped the floor .
1601	I did the laundry on Sunday .
1602	I 'm very angry because I did most of the chores this week .
1603	Let me tell you what I did : I washed the dishes on Monday .
1604	I made the beds on Wednesday .
1605	I paid the bills on Thursday .
1606	I made the beds , again , on Friday .
1607	I went shopping on Saturday and finally , I vacuumed the living room on Sunday .
